error	AC147602.5_FG004
error	AC148152.3_FG001
error	AC148152.3_FG005
error	AC148152.3_FG006
error	AC148152.3_FG008
AC148167.6_FG001	Sb02g004800	Si029611m.g	LOC_Os07g08790	Bradi1g55170	none
GRMZM2G319465	none	Si021935m.g	none	none	none
GRMZM2G319537	none	none	none	none	none
GRMZM2G319573	Sb04g003070	Si016138m.g	none	none	none
GRMZM2G319603	none	none	none	none	none
GRMZM2G319634	Sb02g035620	Si031121m.g	LOC_Os07g36090	Bradi1g25420	none
GRMZM2G319649	Sb04g030160	Si016270m.g	LOC_Os02g48110	Bradi3g53100	none
GRMZM2G319684	none	none	none	none	none
GRMZM2G319747	Sb09g026340	none	none	none	none
GRMZM2G319760	Sb10g017830	Si008315m.g	LOC_Os06g28060	none	none
GRMZM2G319781	Sb01g038660	Si036699m.g	LOC_Os03g17800	Bradi1g65767	none
GRMZM2G319786	none	Si017790m.g	LOC_Os02g43820	none	none
GRMZM2G319798	Sb02g024120	Si030380m.g	LOC_Os09g23220	Bradi4g29707	none
GRMZM2G319875	none	none	none	none	none
GRMZM2G319878	Sb08g001560	Si011512m.g	LOC_Os11g03710	Bradi4g26260	none
GRMZM2G319947	Sb05g018830	Si027401m.g	none	Bradi4g18260	none
GRMZM2G319955	none	none	none	none	none
GRMZM2G319965	Sb08g001100	none	none	Bradi4g42997	none
GRMZM2G319988	none	none	none	none	none
GRMZM2G320013	Sb03g035670	Si000171m.g	LOC_Os01g56140	Bradi2g50990	none
GRMZM2G320023	Sb08g004670	Si011165m.g	LOC_Os12g07580	Bradi4g41340	none
GRMZM2G320041	none	none	none	none	none
GRMZM2G320085	Sb01g023050	Si039843m.g	LOC_Os10g25950	none	none
GRMZM2G320099	Sb01g049430	Si036098m.g	LOC_Os03g02600	Bradi1g77370	5-amino-6-(5-phosphoribosylamino)uracil reductase
GRMZM2G320111	Sb01g049400	Si039264m.g	LOC_Os03g02650	none	none
GRMZM2G320117	none	none	none	none	none
GRMZM2G320135	Sb06g023070	Si010708m.g	LOC_Os04g44400	Bradi5g16220	none
GRMZM2G320140	Sb02g024705	Si031224m.g	LOC_Os09g24954	none	none
error	GRMZM2G320152
GRMZM2G320167	none	Si006854m.g	none	none	none
GRMZM2G320175	Sb10g024010	Si006532m.g	LOC_Os06g40890	Bradi1g36110	exopolygalacturonase
GRMZM2G320206	Sb01g033610	Si036074m.g	LOC_Os03g27170	Bradi1g60762	none
GRMZM2G320259	none	none	none	none	none
GRMZM2G320269	Sb01g016600	Si036439m.g	LOC_Os03g36560	none	none
GRMZM2G320287	Sb04g021220	Si019690m.g	LOC_Os02g31890	Bradi3g44520	none
GRMZM2G320298	Sb02g003630	Si030423m.g	LOC_Os07g06880	Bradi1g56870	none
GRMZM2G320305	none	none	none	none	none
GRMZM2G320307	Sb04g030450	Si016950m.g	LOC_Os02g47790	Bradi3g52856	? putidaredoxin reductase
GRMZM2G320325	Sb01g036300	Si040803m.g	LOC_Os03g21490	Bradi1g63380	none
GRMZM2G320360	none	none	none	none	none
GRMZM2G320373	Sb09g027600	Si024496m.g	LOC_Os05g47730	Bradi2g17530	phospholipid transfer protein
GRMZM2G320399	Sb09g027620	Si021010m.g	LOC_Os05g47780	Bradi2g17507	none
GRMZM2G320497	Sb04g007760	Si017342m.g	LOC_Os02g12800	Bradi3g08250	none
GRMZM2G320506	Sb01g005780	Si034743m.g	LOC_Os03g57450	Bradi1g06300	calcium dependent protein kinase
GRMZM2G320521	Sb03g006630	Si001062m.g	LOC_Os01g04710	Bradi2g02660	none
GRMZM2G320549	none	none	none	none	none
GRMZM2G320591	Sb02g033500	Si032768m.g	none	none	none
GRMZM2G320606	Sb01g013730	Si035798m.g	LOC_Os03g43890	Bradi1g13930	none
GRMZM2G320689	Sb07g024150	Si013185m.g	LOC_Os08g44420	Bradi3g42837	kinesin
GRMZM2G320703	Sb02g007900	Si030873m.g	LOC_Os07g15490	Bradi1g53140	none
GRMZM2G320705	none	Si026984m.g	none	none	none
GRMZM2G320708	Sb07g024160	none	LOC_Os08g44410	Bradi3g42830	none
GRMZM2G320723	Sb07g025740	Si013474m.g	LOC_Os08g42610	Bradi3g41660	none
GRMZM2G320754	Sb01g014440	Si038567m.g	none	none	none
GRMZM2G320786	Sb04g027860	Si019864m.g	LOC_Os02g51440	Bradi3g59187	none
GRMZM2G320799	Sb03g025340	Si000475m.g	LOC_Os01g37790	Bradi2g41150	none
GRMZM2G320802	none	none	none	none	none
GRMZM2G320827	Sb06g024110	none	LOC_Os04g45940	Bradi5g17280	none
GRMZM2G320920	Sb02g007630	Si030342m.g	LOC_Os07g14830	Bradi1g53217	none
GRMZM2G320941	Sb06g015190	none	none	none	none
GRMZM2G320949	Sb02g009980	Si030889m.g	LOC_Os07g23550	none	none
GRMZM2G320960	Sb01g039820	Si039716m.g	LOC_Os03g16410	Bradi1g66840	none
GRMZM2G321010	Sb07g019180	Si014401m.g	LOC_Os08g28970	Bradi3g35120	none
GRMZM2G321020	none	none	none	none	none
GRMZM2G321023	none	none	none	none	none
GRMZM2G321033	Sb01g041085	Si039213m.g	LOC_Os03g14400	Bradi1g68090	none
GRMZM2G321041	Sb01g048530	none	none	Bradi1g76530	none
GRMZM2G321053	Sb01g048565	Si036175m.g	LOC_Os03g03670	Bradi1g76550	none
GRMZM2G321072	none	none	none	none	none
GRMZM2G321076	none	none	none	none	none
GRMZM2G321121	none	none	none	none	none
GRMZM2G321129	none	none	none	none	none
GRMZM2G321153	Sb05g008360	Si026636m.g	LOC_Os11g11890	none	none
GRMZM2G321210	none	none	none	none	none
GRMZM2G321220	none	none	none	none	none
GRMZM2G321239	Sb06g026530	Si009748m.g	LOC_Os04g49510	Bradi5g19430	calcium dependent protein kinase4
GRMZM2G321290	Sb03g029680	Si001566m.g	LOC_Os01g46290	Bradi2g45300	none
GRMZM2G321354	Sb06g021310	Si012134m.g	LOC_Os04g41759	Bradi5g14460	none
GRMZM2G321394	Sb06g031610	none	none	none	none
GRMZM2G321404	Sb02g038750	Si031066m.g	LOC_Os07g41330	Bradi1g22020	none
GRMZM2G321413	Sb01g005180	Si034745m.g	LOC_Os03g58240	Bradi1g05490	none
GRMZM2G321420	Sb03g005130	none	none	none	none
GRMZM2G321427	none	none	none	none	none
GRMZM2G321469	none	none	none	none	none
GRMZM2G321500	none	none	none	none	none
GRMZM2G321717	none	none	none	none	none
GRMZM2G321725	Sb01g042930	Si036593m.g	none	none	none
GRMZM2G321747	none	Si023866m.g	none	none	none
GRMZM2G321750	none	none	none	none	none
GRMZM2G321753	Sb01g037910	Si033839m.g	none	none	dek1
GRMZM2G321767	Sb02g011250	Si029089m.g	none	Bradi4g38080	none
GRMZM2G321778	Sb09g029660	Si022804m.g	LOC_Os05g50470	Bradi2g15230	none
GRMZM2G321795	none	none	none	none	none
GRMZM2G321810	Sb03g043210	Si000062m.g	LOC_Os01g67970	Bradi2g58130	none
GRMZM2G321839	Sb03g036760	Si002089m.g	LOC_Os01g57730	Bradi2g52077	none
GRMZM2G321870	Sb01g037900	none	LOC_Os03g18860	Bradi1g64860	none
GRMZM2G321940	Sb01g027600	Si035250m.g	none	none	none
GRMZM2G321978	none	none	none	Bradi3g39020	none
GRMZM2G322001	Sb01g008530	Si039212m.g	LOC_Os03g53070	Bradi1g09150	none
GRMZM2G322024	Sb08g018493	Si020955m.g	LOC_Os12g37890	Bradi4g04360	none
GRMZM2G322047	Sb03g008610	Si004108m.g	LOC_Os01g01780	Bradi2g00690	none
GRMZM2G322053	none	none	none	Bradi4g17470	none
GRMZM2G322090	Sb08g020800	Si021159m.g	LOC_Os12g41230	Bradi4g02390	none
GRMZM2G322129	Sb04g004580	Si016202m.g	LOC_Os02g07190	Bradi3g05110	none
GRMZM2G322186	Sb03g011840	Si001284m.g	LOC_Os01g18640	Bradi2g11200	? pyridoxal-phosphate-dependent aminotransferase
GRMZM2G322220	Sb09g020290	Si025147m.g	LOC_Os05g34000	Bradi2g25430	none
GRMZM2G322279	Sb02g003770	Si031895m.g	none	none	none
GRMZM2G322314	Sb02g022360	Si029968m.g	LOC_Os09g16910	Bradi4g28300	none
GRMZM2G322328	Sb10g027690	Si006126m.g	LOC_Os06g47000	Bradi1g33097	none
GRMZM2G322348	Sb04g001470	none	none	none	none
GRMZM2G322351	Sb02g028010	Si033227m.g	LOC_Os09g30418	Bradi4g33400	none
GRMZM2G322361	Sb02g032110	Si028657m.g	LOC_Os09g37890	Bradi4g37190	none
GRMZM2G322385	none	none	none	none	none
GRMZM2G322390	none	none	none	none	none
GRMZM2G322413	Sb02g042750	Si031209m.g	LOC_Os07g47780	Bradi1g17970	none
GRMZM2G322451	none	none	none	none	none
GRMZM2G322490	none	none	none	none	none
GRMZM2G322493	Sb04g003270	Si016086m.g	LOC_Os02g04970	Bradi3g03637	none
GRMZM2G322506	Sb06g026440	Si009275m.g	LOC_Os04g49320	Bradi5g19300	none
GRMZM2G322547	Sb02g042790	Si030934m.g	LOC_Os07g47840	Bradi1g17930	none
GRMZM2G322582	Sb06g026360	Si012314m.g	LOC_Os04g49220	none	none
GRMZM2G322586	Sb06g026340	Si011168m.g	LOC_Os04g49194	Bradi5g19240	none
GRMZM2G322593	Sb04g009170	Si017220m.g	none	none	none
GRMZM2G322618	Sb02g041150	Si031181m.g	LOC_Os07g45060	Bradi1g19660	none
GRMZM2G322634	Sb06g026620	Si010757m.g	LOC_Os04g49610	Bradi5g19590	none
GRMZM2G322641	Sb02g004620	Si031724m.g	LOC_Os07g08410	Bradi1g55460	none
GRMZM2G322661	Sb02g010640	Si029568m.g	LOC_Os07g26930	Bradi1g28710	none
GRMZM2G322672	none	none	LOC_Os02g06330	Bradi3g04410	none
GRMZM2G322697	none	none	none	none	none
GRMZM2G322699	none	none	none	none	none
GRMZM2G322717	none	none	none	none	none
GRMZM2G322723	Sb03g036650	Si000299m.g	LOC_Os01g57560	Bradi2g51967	none
GRMZM2G322728	Sb03g036640	Si000284m.g	LOC_Os01g57510	Bradi2g51940	none
GRMZM2G322748	Sb07g025360	Si013146m.g	LOC_Os08g43050	Bradi3g41960	none
GRMZM2G322817	Sb06g026710	Si011433m.g	LOC_Os04g49680	Bradi5g19660	none
GRMZM2G322819	Sb06g025250	Si009438m.g	LOC_Os04g47360	Bradi5g18277	none
error	GRMZM2G322836
GRMZM2G322844	Sb05g019830	none	none	none	none
GRMZM2G322846	Sb02g041160	none	none	Bradi1g19650	none
GRMZM2G322866	Sb10g024920	Si007402m.g	LOC_Os06g43060	none	none
GRMZM2G322874	none	none	none	none	none
GRMZM2G322888	Sb10g024880	Si007260m.g	LOC_Os06g43000	Bradi1g35390	none
GRMZM2G322892	Sb10g024860	Si008118m.g	LOC_Os06g42860	Bradi1g35430	none
GRMZM2G322917	Sb01g035690	Si037969m.g	LOC_Os03g22360	Bradi1g62790	none
GRMZM2G322950	Sb04g027600	none	LOC_Os02g51740	Bradi3g58890	none
GRMZM2G322952	none	none	none	none	none
GRMZM2G322953	Sb09g021620	Si022310m.g	LOC_Os05g36270	Bradi2g24090	none
GRMZM2G322986	none	none	none	none	none
GRMZM2G323013	Sb04g033820	Si017347m.g	LOC_Os02g52210	Bradi3g58350	none
GRMZM2G323024	Sb06g032740	none	none	none	none
GRMZM2G323082	Sb02g040600	Si029165m.g	LOC_Os07g44320	Bradi1g20125	none
GRMZM2G323108	none	none	none	none	none
GRMZM2G323172	none	none	none	none	none
GRMZM2G323182	none	none	none	none	none
GRMZM2G323261	Sb01g001150	Si040745m.g	LOC_Os03g63320	Bradi1g01790	none
GRMZM2G323287	none	none	none	none	none
GRMZM2G323309	Sb06g020090	Si012850m.g	LOC_Os04g40130	Bradi5g13435	none
GRMZM2G323353	Sb03g002520	Si000858m.g	LOC_Os01g10530	Bradi2g06340	none
GRMZM2G323387	Sb09g027770	Si023385m.g	LOC_Os05g47960	Bradi2g17310	none
GRMZM2G323413	none	none	none	none	none
GRMZM2G323415	Sb09g003010	Si023824m.g	LOC_Os05g04680	Bradi2g36790	none
GRMZM2G323418	Sb10g003090	Si006451m.g	LOC_Os06g05209	none	? pectate lyase
GRMZM2G323422	Sb10g007730	Si007638m.g	LOC_Os06g11760	Bradi1g45530	none
GRMZM2G323456	none	none	none	none	none
GRMZM2G323470	none	none	none	none	none
GRMZM2G323475	none	none	none	none	none
GRMZM2G323479	Sb01g034950	Si034102m.g	LOC_Os03g24220	Bradi1g62000	none
GRMZM2G323499	Sb02g000420	Si020721m.g	LOC_Os07g01260	Bradi1g59630	none
GRMZM2G323504	none	Si030298m.g	LOC_Os09g28730	Bradi4g32330	none
GRMZM2G323545	none	none	none	none	none
GRMZM2G323553	Sb04g006330	none	none	none	none
GRMZM2G323558	Sb03g009690	Si003961m.g	LOC_Os01g14940	Bradi2g08950	none
GRMZM2G323622	Sb03g034310	Si000242m.g	LOC_Os01g54080	Bradi2g49567	none
GRMZM2G323672	none	none	none	none	none
GRMZM2G323679	Sb06g021460	Si010934m.g	none	none	none
GRMZM2G323719	Sb04g032930	Si017738m.g	LOC_Os02g44000	Bradi3g50660	none
GRMZM2G323731	none	Si004677m.g	none	Bradi2g22820	none
GRMZM2G323750	none	none	none	none	none
GRMZM2G323754	none	Si009517m.g	none	Bradi5g05162	none
GRMZM2G323757	Sb09g019770	Si022097m.g	LOC_Os05g33400	Bradi2g25850	none
GRMZM2G323789	none	none	none	none	none
GRMZM2G323828	Sb02g040970	Si029840m.g	LOC_Os07g44820	Bradi1g19810	none
GRMZM2G323830	Sb01g047630	Si038639m.g	LOC_Os03g04650	Bradi1g75740	none
GRMZM2G323838	Sb01g011100	Si034692m.g	LOC_Os03g49210	Bradi1g11730	none
GRMZM2G323844	Sb06g017300	Si010778m.g	LOC_Os04g35790	Bradi5g10737	none
GRMZM2G323888	Sb09g005330	Si024960m.g	LOC_Os05g08420	Bradi2g34130	none
GRMZM2G323893	Sb03g000710	Si000927m.g	LOC_Os01g13200	Bradi2g07890	none
GRMZM2G323912	Sb02g030240	none	none	none	none
GRMZM2G323925	Sb09g001770	none	none	none	none
GRMZM2G323936	Sb08g016850	Si022047m.g	LOC_Os12g34840	Bradi4g05960	none
GRMZM2G323938	Sb09g023460	Si024117m.g	LOC_Os05g40030	Bradi2g22260	none
GRMZM2G323943	Sb01g012160	Si039272m.g	none	Bradi1g12640	none
GRMZM2G323971	none	none	none	none	none
GRMZM2G324083	none	none	none	none	none
GRMZM2G324090	none	none	none	none	none
GRMZM2G324111	Sb04g008960	none	none	none	none
GRMZM2G324131	Sb08g004360	Si010130m.g	LOC_Os12g07120	Bradi4g41570	none
GRMZM2G324157	Sb08g005490	none	none	none	none
GRMZM2G324162	Sb04g002500	none	none	none	none
GRMZM2G324172	none	none	none	none	none
GRMZM2G324221	none	none	none	none	none
GRMZM2G324231	Sb08g002930	Si009799m.g	LOC_Os12g05180	Bradi4g42760	none
GRMZM2G324248	Sb10g025410	none	LOC_Os06g43810	Bradi1g30710	none
GRMZM2G324276	Sb01g013410	Si036291m.g	LOC_Os03g44580	Bradi1g13660	none
GRMZM2G324285	Sb04g002630	Si016728m.g	LOC_Os02g03850	Bradi3g02900	none
GRMZM2G324297	Sb10g021300	Si006643m.g	LOC_Os06g35050	Bradi1g39160	none
GRMZM2G324314	Sb05g004130	Si026478m.g	LOC_Os11g06750	Bradi4g24610	none
GRMZM2G324340	none	none	none	none	none
GRMZM2G324375	Sb10g009860	Si007384m.g	none	Bradi1g43750	none
GRMZM2G324378	none	Si015092m.g	none	none	none
GRMZM2G324390	Sb01g021680	Si033841m.g	LOC_Os10g28610	Bradi3g27007	none
GRMZM2G324423	none	none	none	none	none
GRMZM2G324462	none	none	none	Bradi1g42310	none
GRMZM2G324466	none	Si029664m.g	none	none	none
GRMZM2G324467	Sb01g042730	Si038947m.g	LOC_Os03g11770	Bradi1g69747	none
GRMZM2G324471	Sb02g003110	Si030630m.g	LOC_Os07g05810	Bradi1g58470	none
GRMZM2G324478	Sb01g042720	Si037707m.g	LOC_Os03g11780	Bradi1g69740	none
error	GRMZM2G324506
GRMZM2G324507	Sb02g003260	Si028681m.g	LOC_Os07g05960	Bradi1g57377	none
GRMZM2G324511	none	none	none	none	none
GRMZM2G324540	Sb01g019790	Si034460m.g	LOC_Os10g32880	Bradi3g28280	none
GRMZM2G324544	Sb02g003250	Si031710m.g	LOC_Os07g05950	Bradi1g57390	none
GRMZM2G324640	none	none	none	none	none
GRMZM2G324643	Sb07g001680	Si014590m.g	LOC_Os08g02420	Bradi3g13820	none
GRMZM2G324669	Sb06g031680	Si021412m.g	LOC_Os04g56620	Bradi5g24930	none
GRMZM2G324671	none	none	none	none	none
GRMZM2G324676	none	none	none	none	none
GRMZM2G324703	none	none	none	none	none
GRMZM2G324705	Sb03g034960	Si001717m.g	LOC_Os01g55190	Bradi2g50250	none
GRMZM2G324719	none	none	none	none	none
GRMZM2G324727	none	none	none	none	none
GRMZM2G324767	Sb06g029480	Si011330m.g	LOC_Os04g53730	none	none
GRMZM2G324780	none	none	none	none	none
GRMZM2G324781	Sb06g029476	Si009343m.g	LOC_Os08g08220	Bradi5g22745	none
GRMZM2G324806	none	none	none	none	none
GRMZM2G324860	none	none	none	none	none
GRMZM2G324863	Sb04g002415	Si019170m.g	LOC_Os02g03590	none	none
GRMZM2G324886	Sb03g035020	Si002884m.g	LOC_Os01g55270	Bradi2g50300	none
GRMZM2G324903	Sb03g024250	Si004556m.g	LOC_Os01g36070	Bradi2g40537	sweet
GRMZM2G324956	Sb04g002330	Si018487m.g	LOC_Os02g03570	Bradi3g02710	none
GRMZM2G324973	none	none	none	none	none
GRMZM2G324976	none	none	none	none	none
GRMZM2G324991	none	none	none	none	none
GRMZM2G324999	Sb07g019400	Si015433m.g	LOC_Os08g29660	Bradi3g34850	none
GRMZM2G325001	none	none	none	none	none
GRMZM2G325008	Sb02g034390	Si029448m.g	LOC_Os07g32600	Bradi1g26510	none
GRMZM2G325014	Sb04g007220	none	LOC_Os02g11640	none	none
GRMZM2G325019	Sb04g030740	Si016353m.g	LOC_Os02g47360	Bradi3g52580	none
GRMZM2G325023	Sb04g007230	none	none	none	none
GRMZM2G325026	Sb07g019410	Si014677m.g	LOC_Os08g29669	Bradi3g34840	none
GRMZM2G325038	Sb04g030730	Si020122m.g	none	none	none
GRMZM2G325118	Sb05g022640	Si026451m.g	LOC_Os11g37270	none	none
GRMZM2G325131	Sb06g019160	Si010798m.g	LOC_Os04g38950	Bradi5g12580	anthranilate synthase
GRMZM2G325139	Sb06g018480	Si011505m.g	LOC_Os04g37880	Bradi5g11970	none
GRMZM2G325143	none	none	none	none	none
GRMZM2G325168	none	none	none	none	none
GRMZM2G325208	none	none	none	none	none
GRMZM2G325217	none	none	none	none	none
GRMZM2G325221	none	none	none	none	none
GRMZM2G325238	none	none	none	none	none
GRMZM2G325247	Sb10g002510	Si005816m.g	LOC_Os06g04560	none	none
GRMZM2G325285	none	none	none	none	none
GRMZM2G325296	none	none	none	none	none
GRMZM2G325332	none	none	none	none	none
GRMZM2G325350	Sb09g019790	Si024629m.g	LOC_Os05g33460	Bradi2g25837	none
GRMZM2G325413	none	none	none	none	none
error	GRMZM2G325453
GRMZM2G325462	none	none	none	Bradi1g76750	none
GRMZM2G325474	none	none	none	none	none
GRMZM2G325477	Sb01g002350	Si039847m.g	LOC_Os03g61470	Bradi1g03090	none
GRMZM2G325513	Sb06g024530	Si010703m.g	LOC_Os04g46400	Bradi5g17610	none
GRMZM2G325561	Sb10g005120	Si007869m.g	LOC_Os06g07887	Bradi1g47867	none
GRMZM2G325575	Sb05g000530	Si010922m.g	LOC_Os11g01530	Bradi4g44870	ferritin
GRMZM2G325580	Sb07g025950	none	LOC_Os08g42430	Bradi3g41495	none
GRMZM2G325589	none	none	none	none	none
GRMZM2G325606	none	none	none	none	none
GRMZM2G325612	Sb03g003280	Si001500m.g	LOC_Os01g10110	Bradi2g06030	cytokinin dehydrogenase
GRMZM2G325623	none	none	none	none	none
GRMZM2G325629	none	none	none	none	none
GRMZM2G325633	Sb02g021030	Si029877m.g	none	none	none
GRMZM2G325643	Sb08g007640	none	none	none	none
GRMZM2G325650	Sb10g023140	Si008017m.g	LOC_Os06g39370	Bradi1g37010	none
GRMZM2G325653	Sb10g031010	none	none	none	none
GRMZM2G325679	none	Si006015m.g	none	none	none
GRMZM2G325683	Sb04g023950	Si018725m.g	none	none	none
GRMZM2G325693	Sb04g023950	Si018725m.g	none	none	none
GRMZM2G325749	Sb06g001630	none	none	none	none
GRMZM2G325783	Sb02g034250	Si029028m.g	LOC_Os07g32390	Bradi1g26680	none
GRMZM2G325786	none	none	none	none	none
GRMZM2G325804	Sb09g018080	Si020988m.g	LOC_Os05g30010	Bradi2g27847	none
GRMZM2G325815	none	none	none	none	none
GRMZM2G325850	Sb09g029510	Si024214m.g	LOC_Os05g50270	none	gata-domain zinc-finger transcription factor similar to han of arabidopsis.
GRMZM2G325887	Sb10g021880	Si007081m.g	LOC_Os06g36030	Bradi1g38100	none
GRMZM2G325898	none	none	none	none	none
GRMZM2G325907	Sb07g003320	Si015546m.g	LOC_Os08g05520	Bradi3g17165	none
GRMZM2G325938	none	none	none	none	none
GRMZM2G326064	none	none	none	none	none
GRMZM2G326066	Sb06g029070	none	none	none	none
GRMZM2G326111	Sb04g021380	Si019351m.g	none	none	peptidyl-prolyl cis-trans isomerase
GRMZM2G326114	Sb05g008460	Si026481m.g	none	none	none
GRMZM2G326116	Sb08g016170	none	none	none	none
GRMZM2G326129	none	none	none	none	none
GRMZM2G326147	none	none	none	none	none
GRMZM2G326151	none	none	none	none	none
error	GRMZM2G326177
GRMZM2G326195	Sb01g002200	Si034570m.g	LOC_Os03g61930	Bradi1g02597	none
GRMZM2G326222	Sb09g002810	Si025162m.g	LOC_Os05g04490	Bradi2g37010	none
GRMZM2G326223	none	none	none	none	none
GRMZM2G326226	none	none	none	none	none
GRMZM2G326227	Sb02g024900	Si028734m.g	LOC_Os09g25380	Bradi4g30490	none
GRMZM2G326235	Sb01g002220	none	LOC_Os03g61900	none	none
GRMZM2G326248	Sb01g034380	Si034068m.g	LOC_Os03g25420	Bradi1g61490	none
GRMZM2G326250	Sb02g009120	none	none	none	none
GRMZM2G326263	Sb02g041810	none	none	none	none
GRMZM2G326270	Sb02g041820	Si030696m.g	LOC_Os07g46520	Bradi1g19010	none
GRMZM2G326272	Sb01g002230	Si033981m.g	LOC_Os03g61890	Bradi1g02680	none
GRMZM2G326328	Sb02g041830	Si028700m.g	LOC_Os07g46540	Bradi1g19000	none
GRMZM2G326335	none	none	none	none	none
GRMZM2G326465	Sb03g006740	Si004395m.g	LOC_Os01g04470	Bradi2g02435	none
GRMZM2G326472	Sb10g025430	Si005733m.g	LOC_Os06g43840	Bradi1g30720	none
GRMZM2G326545	Sb04g006360	Si018199m.g	LOC_Os02g10010	Bradi3g06830	none
GRMZM2G326560	none	none	none	none	none
GRMZM2G326625	none	none	none	none	none
GRMZM2G326627	Sb07g028400	Si015401m.g	LOC_Os08g39050	Bradi3g39320	none
GRMZM2G326631	none	none	none	none	none
GRMZM2G326643	none	Si034352m.g	none	none	none
GRMZM2G326663	none	none	none	none	none
GRMZM2G326677	Sb01g022190	Si033945m.g	none	Bradi3g26400	none
GRMZM2G326707	Sb01g020570	Si035059m.g	LOC_Os10g30790	Bradi3g27680	phosphate transporter, plasma membrane
GRMZM2G326734	Sb10g025660	Si006250m.g	LOC_Os06g44060	Bradi1g30930	none
GRMZM2G326783	none	none	none	none	none
GRMZM2G326788	Sb02g039163	Si032726m.g	LOC_Os07g42290	none	none
error	GRMZM2G326825
GRMZM2G326869	Sb01g044250	Si039653m.g	none	none	none
GRMZM2G326933	none	none	none	none	none
GRMZM2G326945	none	none	none	none	none
GRMZM2G326980	Sb02g024690	Si029500m.g	LOC_Os09g24924	Bradi4g30290	none
GRMZM2G327032	Sb03g024490	Si000286m.g	LOC_Os01g36390	Bradi2g40600	none
GRMZM2G327037	none	none	none	none	none
GRMZM2G327042	Sb02g043430	none	LOC_Os07g48850	Bradi1g17190	none
GRMZM2G327050	Sb10g022800	Si006120m.g	none	Bradi1g37330	none
GRMZM2G327051	Sb09g003940	none	none	none	none
GRMZM2G327059	none	Si034720m.g	LOC_Os03g03260	Bradi1g76940	none
GRMZM2G327099	none	none	none	none	none
GRMZM2G327174	Sb07g015000	none	none	none	none
GRMZM2G327189	Sb03g030850	none	LOC_Os01g48290	Bradi2g46300	none
GRMZM2G327199	none	none	none	none	none
GRMZM2G327206	none	none	none	none	none
GRMZM2G327208	none	none	none	none	none
GRMZM2G327234	Sb06g028380	Si009378m.g	LOC_Os04g52390	Bradi5g21677	none
GRMZM2G327247	Sb06g001600	Si011006m.g	none	none	none
GRMZM2G327260	Sb01g011225	Si038086m.g	LOC_Os03g48960	none	none
GRMZM2G327263	Sb08g003240	Si028380m.g	LOC_Os12g05640	none	none
GRMZM2G327266	Sb04g032830	Si017969m.g	LOC_Os02g44108	Bradi3g50750	none
GRMZM2G327295	Sb06g019480	Si012440m.g	none	Bradi5g12930	none
GRMZM2G327311	Sb03g026680	Si000002m.g	LOC_Os01g40990	Bradi2g42430	none
GRMZM2G327349	Sb03g011800	Si000824m.g	LOC_Os01g18584	Bradi2g11170	none
GRMZM2G327357	Sb03g028980	none	LOC_Os01g44430	none	none
GRMZM2G327394	Sb02g042200	none	none	none	none
GRMZM2G327406	Sb02g037100	Si030438m.g	LOC_Os07g38560	Bradi1g23940	none
GRMZM2G327427	none	none	none	none	none
GRMZM2G327459	Sb02g024280	Si029883m.g	LOC_Os09g23690	Bradi4g29840	none
GRMZM2G327474	none	none	none	none	none
GRMZM2G327564	Sb03g006610	Si003194m.g	LOC_Os01g04730	none	none
GRMZM2G327595	Sb02g041610	Si030211m.g	LOC_Os07g46350	Bradi1g19230	none
GRMZM2G327605	Sb01g021280	Si034466m.g	LOC_Os10g30054	none	none
GRMZM2G327635	Sb02g041970	Si029082m.g	LOC_Os07g46660	Bradi1g18790	none
GRMZM2G327655	none	none	none	none	none
GRMZM2G327659	none	none	none	none	none
GRMZM2G327662	Sb04g007230	Si017116m.g	none	none	none
GRMZM2G327680	none	none	none	none	none
GRMZM2G327686	Sb02g041590	Si030736m.g	LOC_Os07g46330	Bradi1g19250	none
GRMZM2G327692	Sb02g041980	Si031348m.g	LOC_Os07g46670	Bradi1g18780	none
GRMZM2G327695	none	none	none	none	none
GRMZM2G327703	Sb02g041560	Si030723m.g	none	Bradi1g19265	none
GRMZM2G327741	Sb09g007870	Si025069m.g	none	Bradi2g31850	none
GRMZM2G327855	none	none	none	none	none
GRMZM2G327890	Sb02g024130	Si030913m.g	LOC_Os09g23300	Bradi4g29720	none
GRMZM2G327907	Sb01g030310	Si040326m.g	LOC_Os10g39660	Bradi3g32310	none
GRMZM2G327999	none	none	none	none	none
GRMZM2G328005	none	none	none	none	none
GRMZM2G328060	Sb04g008370	Si016882m.g	LOC_Os02g13890	Bradi3g08960	none
GRMZM2G328094	Sb03g009270	Si002017m.g	none	none	none
GRMZM2G328111	none	none	none	none	none
GRMZM2G328130	none	none	none	none	none
GRMZM2G328133	Sb10g021735	Si007584m.g	LOC_Os06g35830	none	none
GRMZM2G328168	Sb10g004940	Si008503m.g	LOC_Os06g07580	Bradi1g48060	none
GRMZM2G328171	Sb02g004660	Si030675m.g	none	none	none
GRMZM2G328197	none	Si008428m.g	LOC_Os06g06540	none	none
GRMZM2G328205	Sb03g012385	Si005101m.g	LOC_Os01g19430	none	none
GRMZM2G328213	none	none	none	none	none
GRMZM2G328224	Sb01g007620	Si040038m.g	LOC_Os03g55020	Bradi1g08150	none
GRMZM2G328258	Sb02g008116	none	LOC_Os07g15930	none	none
GRMZM2G328265	none	none	none	none	none
